10033.Stage_0.4-1.1.1.-	10047.Stage_0.4-3.1.1.-	10055.Stage_0.4-1.1.1.-	10081.Stage_0.4-3.1.1.-	10134.Stage_0.4-1.1.1.-	10140.Stage_0.4-1.1.1.PrePost_sporadic	10154.Stage_0.4-1.1.1.-	10165.Stage_0.4-1.1.1.PrePost_sporadic	10177.Stage_0.4-1.1.1.-	10198.Stage_0.4-2.1.1.-	10203.Stage_0.5-3.1.1.-	10334.Stage_0.4-1.1.1.-	10338.Stage_0.4-1.1.1.PrePost_sporadic	10345.Stage_0.4-1.1.1.PrePost_sporadic	10358.Stage_0.4-1.1.1.-	10366.Stage_0.4-1.1.1.PrePost_sporadic	10385.Stage_0.4-1.1.1.PrePost_sporadic	10545.Stage_0.4-1.1.1.PrePost_sporadic	10565.Stage_0.4-1.1.1.PrePost_sporadic	10568.Stage_0.4-1.1.1.-	10576.Stage_0.4-1.1.1.-	10579.Stage_0.4-1.1.1.PrePost_sporadic	10596.Stage_0.4-1.1.1.PrePost_sporadic	10601.Stage_0.4-1.1.1.-	10648.Stage_0.4-1.1.1.-	10697.Stage_0.4-1.1.1.PrePost_sporadic	10722.Stage_0.4-1.1.1.-	10749.Stage_0.4-1.1.1.-	10756.Stage_0.4-1.1.1.-	10785.Stage_0.4-1.1.1.Shibata	10814.Stage_0.4-3.1.1.-	10853.Stage_0.4-1.1.1.-	10860.Stage_0.4-1.1.1.-	10866.Stage_0.4-1.1.1.-	10880.Stage_0.4-1.1.1.-	10888.Stage_0.4-1.1.1.-	10911.Stage_0.4-1.1.1.-	10934.Stage_0.4-1.1.1.-	10935.Stage_0.4-1.1.1.-	10967.Stage_0.4-1.1.1.-	10975.Stage_0.4-1.1.1.-	10980.Stage_0.4-1.1.1.-	10989.Stage_0.4-1.1.1.-	10992.Stage_0.4-1.1.1.-	11006.Stage_0.4-6.1.1.Shibata	11008.Stage_0.4-1.1.1.-	11011.Stage_0.4-1.1.1.-	11029.Stage_0.4-1.1.1.-	11048.Stage_0.4-1.1.1.Shibata	11110.Stage_0.4-1.1.1.-	11121.Stage_0.4-1.1.1.-	11151.Stage_0.4-1.1.1.-	11224.Stage_0.4-1.1.1.-	11237.Stage_0.4-1.1.1.-	11241.Stage_0.4-1.1.1.-	11281.Stage_0.4-1.1.1.-	11417.Stage_0.4-1.1.1.-	11423.Stage_0.4-1.1.1.-	11433.Stage_0.4-1.1.1.-	11438.Stage_0.4-1.1.1.-	11445.Stage_0.4-1.1.1.-	11453.Stage_0.4-1.1.1.-	11498.Stage_0.4-1.1.1.-	11510.Stage_0.4-1.1.1.-	11512.Stage_0.4-1.1.1.-	11819.Stage_0.4-6.1.1.-	11836.Stage_0.4-1.1.1.-	11851.Stage_0.4-1.1.1.-	11879.Stage_0.4-1.1.1.-	11891.Stage_0.4-1.1.1.-	11893.Stage_0.4-1.1.1.-	11929.Stage_0.4-1.1.1.-	11993.Stage_0.4-6.1.1.-	
Pisciglobus	0.0	0.0	0.0	0.0	0.25	0.0	0.2	0.3	0.0	0.1	0.0	0.2	0.0	0.0	0.0	0.5	0.0	0.0	0.6	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.2	0.0	1.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Schwartzia	0.0	10.9238095238	16.1928571429	0.4	0.533333333334	0.0	0.8	0.4	26.0642857143	0.0	10.5761904762	0.4	0.0	2.25	0.0	13.7626984127	0.0	3.875	0.166666666667	2.325	0.458333333333	0.242857142857	0.1	0.0	0.0	0.1	0.0	0.1	1.94523809524	4.23452380952	0.0	1.85357142857	0.0	7.31666666667	0.4	0.0	5.05714285714	0.533333333334	0.0	1.28571428571	0.0	0.0	47.6023809524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.63333333333	0.2	0.0	8.93333333333	1.76666666667	0.685714285714	69.9833333333	0.4	4.4880952381	0.0	0.0	0.0	0.685714285714	0.0	0.0	0.8	0.8	0.0	0.0	0.0	485.616666667	1.28571428571	0.6
Anaerosalibacter	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4
Algoriphagus	0.0	1.0	0.0	0.0	0.0	0.4	1.6	0.0	0.0	0.166666666667	0.0	0.0	0.444444444444	2.76666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.13333333334	0.0	0.0	0.0	0.0	0.0	0.0
Roseicyclus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Leeia	0.0	0.5	2.0	1.33333333333	2.86666666666	0.0	6.33333333333	0.0	2.33333333333	0.0	0.0	0.0	1.66666666667	0.0	0.0	0.0	0.0	0.0	0.0	1.33333333333	0.0	0.666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.533333333333	0.0	0.0	0.666666666666	0.0	0.0	0.0	0.666666666666	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.866666666666	0.0	1.66666666667	0.0	0.0	0.666666666666	0.0	0.0	0.0	0.0	0.666666666666	0.0	0.0	0.0	0.0	0.0	3.16666666666	0.0
Ferruginibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pseudorhodoferax	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Patulibacter	0.0	0.6	0.0	0.0	0.8	0.0	0.888888888888	1.94285714286	0.8	0.0	0.4	2.0	0.0	0.0	0.0	0.0	0.0	0.8	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	1.84444444444	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.2	0.0	0.0	0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.28571428571	0.0
Auritidibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Methylocella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Propionivibrio	0.5	0.0	0.0	0.4	0.0	0.0	3.2	0.4	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.8	1.0	0.0	0.333333333333	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0	1.4	0.0	0.0	0.0	0.4	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.111111111111	0.533333333334	0.0	2.0	0.0	0.4	0.0	0.1	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5
Marinoscillum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Phytomonospora	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tranquillimonas	0.0	0.0	0.4	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Colwellia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Acetoanaerobium	0.2	1.52380952381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.33333333334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.285714285714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8
Proteocatella	0.866666666666	1.8	0.25	0.7	0.4	0.2	0.7	0.0	0.0	0.25	0.9	0.866666666666	0.0	0.0	0.0	0.0	0.4	0.0	0.1	0.2	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.54722222222	0.2	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.4	0.0	0.4	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.6	0.4
Acidobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.333333333334	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Schumannella	0.2	0.0	0.2	0.0	0.0	0.2	0.0	0.4	0.8	0.2	0.0	0.6	0.6	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Acetonema	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.6	0.111111111111	0.0	0.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fructobacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	2.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pelomonas	0.0	0.0	0.333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.999999999999	4.0	2.5	3.0	0.0	0.0	0.0	0.0	0.0	2.33333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.999999999999	0.0	0.0	4.66666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Methanobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Arenibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.21428571428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Homoserinimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Syntrophorhabdus	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0
Jannaschia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.285714285714	0.0	0.0	0.0
Catenisphaera	4.16666666667	35.7	141.302380952	0.0	172.833333333	12.1666666667	0.6	149.633333333	0.0	1.5	0.5	7.66666666667	0.5	5.0	0.2	28.6666666667	16.0	1.0	0.0	63.9166666667	107.166666667	124.266666667	260.5	0.166666666667	0.0	2.0	0.5	0.444444444444	0.0	0.5	0.0	0.333333333333	0.0	86.1666666667	2.0	683.233333333	10.0	43.9	50.5	3.5	0.0	1.33333333333	0.0	3.5	35.5	1.0	11.6666666667	1.5	0.0	36.5	0.0	3.0	0.0	0.0	0.0	67.8333333333	1.0	24.5	1.0	3.0	221.333333333	0.0	11.6666666667	0.333333333333	1.0	1.5	165.5	2.0	0.0	0.0	5.0	0.0	0.0
Nonlabens	2.0	0.0	2.0	2.0	0.0	0.0	0.8	0.0	20.0666666667	0.0	1.0	0.0	0.222222222222	0.0	0.5	2.0	0.0	0.666666666666	0.0	1.5	0.0	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0	0.0	0.5	0.666666666666	0.666666666666	0.0	0.0	0.666666666666	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.61904761905	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.66666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alkalilimnicola	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pelosinus	0.5	7.25	10.1	2.125	5.91666666666	2.0	13.45	12.8333333333	24.7833333333	14.0	12.1	37.15	6.45	11.0	5.75	6.73333333333	9.33333333333	3.35	4.0	1.5	2.125	3.625	1.0	0.0	0.0	4.0	0.85	1.0	2.76666666667	6.73333333333	0.0	2.53333333333	0.666666666666	0.0	3.58333333333	4.0	1.5	0.4	2.66666666667	0.0	3.75	2.0	0.2	0.666666666666	2.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0	2.5	4.0	3.5	2.0	0.0	4.0	6.25	0.0	6.0	4.0	5.0	4.6	2.0	0.0	2.73333333333	8.0	2.0	0.0	0.0	2.0	3.33333333333
Thermodesulforhabdus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Thalassobius	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Acidaminobacter	2.33333333333	26.8333333333	0.2	0.0	0.0	0.0	0.0	2.28571428571	0.0	0.0	0.2	1.0	2.0	0.0	0.0	4.14285714286	0.0	0.0	0.0	0.666666666666	0.333333333333	2.0	9.66666666667	0.0	0.0	0.0	0.0	0.0	2.64285714286	0.0	0.0	0.0	0.0	34.3333333333	0.0	0.0	0.0	0.0	4.83333333333	0.0	0.0	3.5	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.166666666667	0.0	123.666666667	0.0	0.0	0.0	1.0	0.0	0.25	0.0	0.0	2.33333333333	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	0.25	0.0	0.0
Cricetibacter	0.0	0.1	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.2	0.0	0.2	0.0	0.6	0.1	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1	0.0	0.0	0.0	0.7	0.2	0.0	0.0	0.0	0.1	0.2	1.6	0.5	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.3	0.1	0.1	0.1	0.0	0.0	0.6	0.0	0.3	0.0	0.4	0.0	0.3	0.0	0.0	0.0	0.0	0.0
Siccibacter	0.3	2.2	27.5	0.0	0.4	53.2	0.4	20.0	0.2	0.4	9.66666666667	0.5	0.0	1.2	0.0	9.03333333333	88.2111111111	0.0	0.3	0.1	1.8	0.0	0.2	21.1	1.46666666667	18.1666666667	31.0	0.0	0.0	0.0	322.70952381	0.5	0.1	0.0	1.4	41.1	1.7	0.0	0.5	0.3	0.0	0.1	0.0	0.0	5.43333333333	0.1	95.4285714286	18.9	2.1	0.5	17.3	0.2	0.1	1.0	2.9	0.5	0.2	0.1	1.5	0.1	0.0	1.63333333333	0.0	7.0	0.0	1.4	0.3	8.88571428571	5.8	0.0	0.0	0.0	4.7
Neisseria	0.142857142857	0.0	0.6	3.0	3.6	0.0	12.8444444444	3.0	0.0	0.0	0.0	3.0	2.0	2.0	0.0	8.57142857143	4.0	0.0	0.2	13.9821428571	0.0	0.0	83.7904761905	2.7	0.0	1.2	0.0	0.5	1.0	0.0	0.0	0.0	2.0	2.0	17.6047619048	251.445634921	0.0	2.0	0.0	21.9666666667	0.0	0.0	0.0	0.0	1.1	5.0	263.858333333	24.6253968254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.6333333333	0.0	6.0	28.8333333333	0.0	3.53333333333	69.8880952381	0.0	5.66666666667	0.0	2.0	5.83333333334	6.11904761905	0.0	0.0	0.0	0.0	0.0
Tannerella	27.9666666667	357.28968254	33.2833333333	9.85	23.1	23.4	132.166666667	43.3436507937	96.0166666667	108.107936508	37.9	46.8666666667	39.4388888889	217.685714286	64.4	106.307936508	30.15	29.0928571429	17.9	18.4	10.9	37.55	2.5	27.15	3.9	5.3	10.7444444444	60.6333333333	29.4	28.65	1.1	22.15	11.25	85.6222222222	17.4	17.1666666667	2.4	18.2	6.7	10.65	4.28333333333	73.0555555556	54.219047619	3.4	0.0	2.35	12.25	2.5	15.3	226.25	24.7	8.5	1.6	5.96666666667	47.85	43.8	11.25	24.7	5.55	28.5	12.6	4.98333333333	85.3333333333	11.55	25.85	25.4222222222	9.78333333333	1.2	20.8	30.65	4.95	17.1666666667	9.4
Hartmannibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
