10033.Stage_0.4-1.1.1.-	10047.Stage_0.4-3.1.1.-	10055.Stage_0.4-1.1.1.-	10081.Stage_0.4-3.1.1.-	10134.Stage_0.4-1.1.1.-	10140.Stage_0.4-1.1.1.PrePost_sporadic	10154.Stage_0.4-1.1.1.-	10165.Stage_0.4-1.1.1.PrePost_sporadic	10177.Stage_0.4-1.1.1.-	10198.Stage_0.4-2.1.1.-	10203.Stage_0.5-3.1.1.-	10334.Stage_0.4-1.1.1.-	10338.Stage_0.4-1.1.1.PrePost_sporadic	10345.Stage_0.4-1.1.1.PrePost_sporadic	10358.Stage_0.4-1.1.1.-	10366.Stage_0.4-1.1.1.PrePost_sporadic	10385.Stage_0.4-1.1.1.PrePost_sporadic	10545.Stage_0.4-1.1.1.PrePost_sporadic	10565.Stage_0.4-1.1.1.PrePost_sporadic	10568.Stage_0.4-1.1.1.-	10576.Stage_0.4-1.1.1.-	10579.Stage_0.4-1.1.1.PrePost_sporadic	10596.Stage_0.4-1.1.1.PrePost_sporadic	10601.Stage_0.4-1.1.1.-	10648.Stage_0.4-1.1.1.-	10697.Stage_0.4-1.1.1.PrePost_sporadic	10722.Stage_0.4-1.1.1.-	10749.Stage_0.4-1.1.1.-	10756.Stage_0.4-1.1.1.-	10785.Stage_0.4-1.1.1.Shibata	10814.Stage_0.4-3.1.1.-	10853.Stage_0.4-1.1.1.-	10860.Stage_0.4-1.1.1.-	10866.Stage_0.4-1.1.1.-	10880.Stage_0.4-1.1.1.-	10888.Stage_0.4-1.1.1.-	10911.Stage_0.4-1.1.1.-	10934.Stage_0.4-1.1.1.-	10935.Stage_0.4-1.1.1.-	10967.Stage_0.4-1.1.1.-	10975.Stage_0.4-1.1.1.-	10980.Stage_0.4-1.1.1.-	10989.Stage_0.4-1.1.1.-	10992.Stage_0.4-1.1.1.-	11006.Stage_0.4-6.1.1.Shibata	11008.Stage_0.4-1.1.1.-	11011.Stage_0.4-1.1.1.-	11029.Stage_0.4-1.1.1.-	11048.Stage_0.4-1.1.1.Shibata	11110.Stage_0.4-1.1.1.-	11121.Stage_0.4-1.1.1.-	11151.Stage_0.4-1.1.1.-	11224.Stage_0.4-1.1.1.-	11237.Stage_0.4-1.1.1.-	11241.Stage_0.4-1.1.1.-	11281.Stage_0.4-1.1.1.-	11417.Stage_0.4-1.1.1.-	11423.Stage_0.4-1.1.1.-	11433.Stage_0.4-1.1.1.-	11438.Stage_0.4-1.1.1.-	11445.Stage_0.4-1.1.1.-	11453.Stage_0.4-1.1.1.-	11498.Stage_0.4-1.1.1.-	11510.Stage_0.4-1.1.1.-	11512.Stage_0.4-1.1.1.-	11819.Stage_0.4-6.1.1.-	11836.Stage_0.4-1.1.1.-	11851.Stage_0.4-1.1.1.-	11879.Stage_0.4-1.1.1.-	11891.Stage_0.4-1.1.1.-	11893.Stage_0.4-1.1.1.-	11929.Stage_0.4-1.1.1.-	11993.Stage_0.4-6.1.1.-	
Holdemania	59.5	31.2	22.7	0.0	24.3666666667	16.5	28.0	52.0	76.6666666667	3.0	20.0	4.66666666667	0.333333333334	40.0	0.0	46.0	12.0	64.0	29.0	37.5	1.0	27.3333333333	47.1666666667	15.6666666667	0.0	47.5	0.5	91.9444444444	49.0	67.0	0.5	31.0	0.0	32.0	104.5	23.8	0.0	8.33333333333	13.0	28.5	0.0	0.833333333333	0.0	8.0	0.0	19.0	3.0	37.4	0.0	13.5	24.5	14.0333333333	3.0	0.0	12.0	21.5	62.5	21.0	1.5	43.5	27.5	1.5	30.0	4.33333333333	58.0	9.0	14.5	5.33333333333	5.0	155.5	5.0	0.0	74.0
Smaragdicoccus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fodinicola	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rivicola	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	2.8	0.0
Psychrobacter	0.0	0.0	1.2	0.0	2.0	0.0	0.2	0.0	0.0	0.2	0.4	0.0	1.2	1.2	0.4	2.0	0.0	0.4	0.0	0.0	0.0	0.0	1.2	0.0	0.0	0.0	0.0	0.0	0.0	0.2	4.01428571428	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.4	0.0	0.0	0.0	0.2	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.0	1.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Jiangella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Stella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lechevalieria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ralstonia	0.0	0.0	0.0	0.0	2.0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.166666666667	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4.8	0.0	0.0	0.0	0.0	0.0	0.0	93.625	0.0	0.0	0.0	0.0	1.75	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.7	49.1333333334	0.0	308.2	44.0
Simkania	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2
Iodobacter	0.0	0.666666666666	0.0	0.0	0.666666666666	0.0	3.42857142857	0.0	1.71428571428	0.0	0.0	0.0	1.71428571428	0.857142857142	0.0	0.0	0.0	0.0	0.666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.666666666666	0.0	0.428571428571	0.0	0.0	0.0	0.0	1.2	0.0	0.0	0.0	0.0	0.0	0.857142857142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Actinopolyspora	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Peptoniphilus	7.0	3.9	3.6	1.93015873016	6.37142857143	6.0	5.6	5.8	0.2	0.711111111111	0.0	3.2	4.08571428571	0.2	0.0	4.4	0.2	0.0	0.3	0.0	5.0	2.73333333333	0.6	0.8	0.0	4.53333333333	1.0	4.33333333333	1.8	0.6	0.433333333333	4.0	0.0	2.0	8.0	1.14285714286	0.0	0.2	0.2	6.33333333333	7.6	1.0	0.0	0.0	171.0	0.0	0.6	0.0	0.222222222222	0.0	0.0	21.6	1.0	1.2	0.0	6.2	0.6	0.0	7.6	0.0	0.2	0.2	0.0	3.0	1.2	0.0	5.2	6.0	1.0	0.0	0.0	0.0	0.6
Spirochaeta	0.6	2.0	0.2	0.4	4.46666666667	0.0	2.0	4.0	0.571428571428	0.6	0.0	0.0	1.4	0.0	0.771428571428	0.0	0.0	0.0	0.1	0.2	0.0	1.0	0.25	0.2	1.2	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.33333333333	0.0	0.0	2.0	0.6	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.4	1.6	0.2
Asaccharospora	15.8797619048	75.8051587301	9.875	20.0182539683	1.15	38.0246031746	11.7015873016	0.0	0.9	38.5765873016	26.0654761905	10.0912698413	3.12380952381	0.0	4.91785714286	1.0	22.4634920635	0.0	5.8119047619	5.05119047619	9.31071428571	0.25	0.0	16.5333333333	15.275	0.333333333333	4.01904761905	0.342857142857	2.85952380952	4.57619047619	0.396825396825	0.0	0.0	5.49285714286	0.342857142857	174.603174603	0.0	5.66428571429	0.825	2.91666666667	0.111111111111	5.50595238095	0.0	0.0	3.10357142857	0.7	718.004761905	52.9571428571	0.0	0.0	17.3976190476	0.595238095238	22.3702380952	1.125	0.95	0.45	37.2234126984	3.80714285714	0.0	0.0	0.25	391.969444444	0.0	10.4630952381	20.9420634921	18.3261904762	8.37261904762	66.1630952381	0.392857142857	0.0	4.03253968254	0.0	14.0484126984
Thermoactinospora	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pseudoxanthomonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Kytococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Thioalbus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Marmoricola	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cohnella	0.0	2.0	0.0	2.0	7.0	0.0	0.0	2.0	0.0	0.285714285714	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.4	0.0	0.2	0.0	0.25	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.66666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.285714285714	0.0	0.0	2.3	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.733333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Microscilla	0.0	0.0	0.0	0.0	0.333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Buttiauxella	0.0	0.0	2.1	0.0	0.0	0.444444444444	0.0	6.19999999999	0.0	0.0	0.1	0.0	0.0	0.0	0.0	1.41111111111	7.90000000001	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.21111111111	6.19999999999	12.2365079365	0.0	0.0	0.0	33.65	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.333333333333	0.0	3.23333333333	0.0	0.0	0.333333333333	2.2	0.0	0.0	0.0	1.0	0.8	0.333333333334	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.966666666666	0.0	0.633333333334	0.999999999999	0.0	0.0	0.0	0.0
Melghiribacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lactovum	0.2	0.4	0.6	0.2	1.0	0.0	0.6	1.1	0.0	1.4	0.0	1.75238095238	0.6	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.4	0.166666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.2	0.0	0.0	0.2	0.0	0.0	0.4	0.0	0.2	0.2	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.333333333334	0.0	0.2	0.0	0.0	0.6	0.0	0.0	0.0	0.2	0.0	0.0	0.2	0.0	0.2
Tropheryma	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Natranaerovirga	3.86666666667	14.4666666667	6.43333333333	11.5809523809	38.4666666667	2.03333333334	19.85	34.9408730159	9.78333333333	4.7	4.88571428571	9.17222222222	9.36666666667	13.7	3.32222222222	9.38571428571	2.2	15.8166666667	11.0928571429	6.63333333333	6.7	6.69166666667	13.0166666667	0.6	0.3	10.3222222222	6.0	12.9869047619	4.7	11.0166666667	0.2	5.5	1.6	0.2	3.8	5.28571428571	0.4	2.0	7.96666666667	0.2	3.51666666667	5.9746031746	8.43333333333	2.2	0.6	0.571428571428	165.095238095	11.9	11.8333333333	2.2	6.15	4.0	13.3333333333	0.0	1.93333333333	7.3	0.571428571428	0.533333333333	2.0	3.77142857143	4.4	1.36666666667	2.73333333333	7.95714285714	7.07142857143	0.0	4.39285714286	333.328571429	0.0	6.4	1.5	0.6	1.4
Murimonas	39.1805555556	39.2226190476	101.993253968	162.346825397	160.641666667	91.1777777778	48.5083333333	91.3400793651	24.2698412698	89.2452380952	12.9623015873	53.978968254	29.6242063492	46.996031746	37.0373015873	65.9011904762	17.7468253968	38.0317460317	133.240079365	81.544047619	38.278968254	50.0123015873	104.596428571	52.7738095238	19.7142857143	168.654365079	33.3988095238	14.0273809524	39.8571428571	21.2924603175	42.580952381	7.1369047619	9.71746031746	35.5496031746	33.3424603175	40.1337301587	2.59047619048	38.8892857143	12.7972222222	42.2404761905	23.6841269841	28.0916666667	34.7301587302	18.5067460317	14.6726190476	6.23452380952	11.826984127	47.6150793651	23.6166666667	35.2202380952	17.2484126984	27.5023809524	48.0619047619	8.03333333333	72.7035714286	42.0873015873	83.2984126984	18.2595238095	90.0928571429	28.5634920635	80.7888888889	56.0115079365	21.7265873016	259.997619048	46.15	11.4218253968	49.0607142857	271.727380952	15.1952380952	21.4265873016	7.5246031746	17.7	59.4361111111
Natronincola	0.0	1.87142857143	0.542857142857	0.0	1.10476190476	0.666666666666	1.8	2.0	0.571428571428	0.0	0.571428571428	0.5	1.33333333333	0.0	0.0	0.0	0.0	0.0	0.333333333333	0.0	0.0	0.5	1.0	0.3	0.0	0.0	0.0	0.0	0.285714285714	0.2	0.0	0.0	0.0	0.0	0.0	1.8	0.0	0.2	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.6	0.4	0.0	0.0	0.0	0.9	0.0	0.0	0.0	0.0	4.4	0.0	0.6	0.0	0.0	0.0	0.0	0.571428571428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Thiolapillus	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nibribacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nisaea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Devosia	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0
Lacinutrix	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dokdonia	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dialister	4.06666666666	7.86666666667	12.6333333333	12.9	1502.34444444	9.33333333333	1100.4	0.7	40.5571428571	172.533333333	1.3	4.74285714286	17.7666666667	7.0	3.0	3.0	15.5333333333	50.8166666667	910.3	23.6	0.0	4.66666666666	76.5	73.5	825.783333333	0.9	18.1333333333	8.66666666667	14.0166666667	19.5	0.0	1.14285714286	5.83333333333	1378.47222222	32.0	4.0	20.9833333333	5.66666666666	2.5	31.3333333333	0.0	6.0	1.0	0.666666666666	76.0	39.6666666667	2.0	0.0	0.0	4.5	14.0	0.0	1370.2	0.0	32.4523809524	3.0	1.66666666667	5060.96666667	0.507936507936	0.0	0.888888888888	5.0	14.8111111111	7.13333333333	469.666666667	4.0	8.27777777778	0.0	741.366666667	0.0	8.4	0.0	1580.0
Sediminibacter	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Flexivirga	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Halanaerobaculum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
